ID,Data Fato,Bairro,Descricao Subclasse Natureza,Tentado Consumado,Descricao Meio Utilizado,Idade Aparente,Raca Cor,Escolaridade,Classificacao,Tipo,N de casos Total,N de casos Fatais,N de bairros Divisa
704,04/08/2024,83,FURTO,CONSUMADO,ABUSO DE CONFIANCA,52.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
705,04/08/2024,126,LESAO CORPORAL,CONSUMADO,VEICULO,51.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
706,04/08/2024,134,ESTELIONATO,CONSUMADO,FRAUDE,37.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
707,04/08/2024,18,FURTO,TENTADO,EMPREGO DE CHAVE FALSA   MICHA   GAZUA,39.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
708,04/08/2024,136,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,27.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
709,04/08/2024,138,FURTO,CONSUMADO,ABUSO DE CONFIANCA,35.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
710,04/09/2023,18,ROUBO,CONSUMADO,AMEACA,26.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
711,04/09/2023,18,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,60.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,
712,04/09/2023,8,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,61.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
713,04/09/2023,9,FURTO,CONSUMADO,CONHECIMENTO TECNICO ESPECIFICO,49.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
714,04/09/2023,110,AMEACA,CONSUMADO,FALA,40.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
715,04/09/2023,124,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,38.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
716,04/09/2023,18,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,51.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
717,04/09/2023,128,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,36.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
718,04/09/2024,156,AMEACA,CONSUMADO,FALA,52.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
719,04/09/2024,64,AMEACA,CONSUMADO,FALA,83.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
720,04/09/2024,70,AMEACA,CONSUMADO,FALA,42.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
721,04/09/2024,68,FURTO,CONSUMADO,MEIO DESCONHECIDO,62.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
722,04/09/2024,77,ESTELIONATO,TENTADO,FRAUDE,74.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,
723,04/09/2024,12,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,23.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,ALTO RISCO DE FATALIDADE,1,,,
724,04/09/2024,18,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,22.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
725,04/09/2024,18,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,75.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
726,04/10/2023,115,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,21.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
727,04/10/2023,186,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,55.0,PRETO,POS GRADUACAO,NAO FATAL,1,,,
728,04/10/2023,18,ESTELIONATO,CONSUMADO,ABUSO DE CONFIANCA,76.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
729,04/10/2023,125,AMEACA,CONSUMADO,FALA,18.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,
730,04/10/2024,70,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,56.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,
731,04/10/2024,34,AMEACA,CONSUMADO,FALA,34.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
732,04/10/2024,18,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,50.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
733,04/10/2024,163,FURTO,CONSUMADO,MEIO DESCONHECIDO,22.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
734,04/10/2024,73,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,28.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
735,04/11/2023,9,FURTO,CONSUMADO,CONHECIMENTO TECNICO ESPECIFICO,42.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
736,04/11/2023,137,ASSEDIO SEXUAL,CONSUMADO,FALA,35.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
737,04/11/2023,109,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,68.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
738,04/11/2023,109,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,68.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
739,04/11/2023,18,ESTELIONATO,CONSUMADO,FRAUDE,42.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
740,04/11/2023,36,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,25.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
741,04/11/2023,11,AMEACA,CONSUMADO,FALA,22.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,
742,04/11/2023,120,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,35.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
743,04/11/2023,126,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,61.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
744,04/11/2023,113,AMEACA,CONSUMADO,FALA,38.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
745,04/11/2023,137,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
746,04/11/2023,155,AMEACA,CONSUMADO,FALA,26.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
747,04/11/2024,105,INJURIA,CONSUMADO,FALA,58.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
748,04/11/2024,43,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,10.0,PARDA,ALFABETIZADO,ALTO RISCO DE FATALIDADE,1,,,
749,04/11/2024,109,AMEACA,CONSUMADO,FALA,33.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
750,04/11/2024,154,AMEACA,CONSUMADO,FALA,52.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
751,04/11/2024,127,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,38.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
752,04/11/2024,29,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,28.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
753,04/11/2024,157,AMEACA,CONSUMADO,ARMAS DE FOGO,31.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
754,04/11/2024,156,ESTELIONATO,CONSUMADO,FRAUDE,54.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,
755,04/11/2024,34,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,65.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
756,04/12/2023,91,DIFAMACAO,CONSUMADO,FALA,47.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
757,04/12/2023,43,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,30.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
758,04/12/2023,155,AMEACA,CONSUMADO,FALA,24.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
759,04/12/2023,140,ESTELIONATO,CONSUMADO,FRAUDE,54.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
760,04/12/2024,109,FURTO,CONSUMADO,CONHECIMENTO TECNICO ESPECIFICO,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
761,04/12/2024,99,EXTORSAO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,38.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
762,04/12/2024,107,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,19.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
763,04/12/2024,122,ROUBO,TENTADO,ARMAS DE FOGO,18.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,
764,04/12/2024,127,FURTO,CONSUMADO,ESCALADA,32.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
765,04/12/2024,137,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
766,04/12/2024,18,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,30.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
767,04/12/2024,107,EXTORSAO,CONSUMADO,AMEACA,42.0,PRETO,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
768,04/12/2024,121,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,49.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
769,05/01/2023,122,AMEACA,CONSUMADO,FALA,45.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
770,05/01/2023,18,AMEACA,CONSUMADO,FALA,48.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
771,05/01/2023,55,ESTELIONATO,CONSUMADO,FRAUDE,61.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
772,05/01/2023,114,ESTELIONATO,CONSUMADO,FRAUDE,30.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
773,05/01/2023,168,AMEACA,CONSUMADO,FALA,38.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
774,05/01/2023,50,ESTUPRO,CONSUMADO,IMOBILIZACAO DA VITIMA,26.0,PARDA,ESCOLARIDADE   IGNORADA,ALTO RISCO DE FATALIDADE,1,,,
775,05/01/2023,167,ESTELIONATO,CONSUMADO,FRAUDE,25.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
776,05/01/2024,35,FURTO,CONSUMADO,ESCALADA,65.0,PRETO,ALFABETIZADO,NAO FATAL,1,,,
777,05/01/2024,17,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,60.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
778,05/01/2024,18,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,25.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
779,05/01/2024,18,ESTELIONATO,CONSUMADO,FRAUDE,24.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
780,05/01/2024,18,ESTELIONATO,CONSUMADO,FRAUDE,54.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
781,05/01/2024,155,AMEACA,CONSUMADO,FALA,45.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
782,05/01/2024,98,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,47.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
783,05/01/2024,107,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,23.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
784,05/01/2024,166,AMEACA,CONSUMADO,FALA,51.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,
785,05/02/2023,147,AMEACA,CONSUMADO,FALA,53.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
786,05/02/2023,124,AMEACA,CONSUMADO,FALA,19.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
787,05/02/2023,124,AMEACA,CONSUMADO,FALA,22.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
788,05/02/2023,142,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,24.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
789,05/02/2023,113,AMEACA,CONSUMADO,FALA,15.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
790,05/02/2023,18,AMEACA,CONSUMADO,FALA,63.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
791,05/02/2023,18,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,29.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
792,05/02/2023,10,FURTO,CONSUMADO,MEIO DESCONHECIDO,22.0,PRETO,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,
793,05/02/2023,9,FURTO,CONSUMADO,MEIO DESCONHECIDO,29.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
794,05/02/2023,9,FURTO,CONSUMADO,MEIO DESCONHECIDO,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
795,05/02/2023,127,AMEACA,CONSUMADO,FALA,41.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
796,05/02/2023,9,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,35.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,
797,05/02/2024,18,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,60.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
798,05/02/2024,172,AMEACA,CONSUMADO,ESCRITA FISICA,36.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
799,05/03/2023,157,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
800,05/03/2023,124,AMEACA,CONSUMADO,FALA,29.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
801,05/03/2023,159,AMEACA,CONSUMADO,FALA,16.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,
802,05/03/2023,107,AMEACA,CONSUMADO,FALA,23.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
803,05/03/2023,113,AMEACA,CONSUMADO,FALA,34.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,
804,05/03/2023,9,AMEACA,CONSUMADO,FALA,49.0,PRETO,ALFABETIZADO,NAO FATAL,1,,,
805,05/03/2023,177,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA COM EMPREGO DE INSTRUMENTOS,51.0,PRETO,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
806,05/03/2023,14,AMEACA,CONSUMADO,FALA,44.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
807,05/03/2023,177,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA COM EMPREGO DE INSTRUMENTOS,17.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,
808,05/03/2023,70,ROUBO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,74.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
809,05/03/2023,18,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,40.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,
810,05/03/2023,11,FURTO,CONSUMADO,ABUSO DE CONFIANCA,38.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
811,05/03/2023,111,IMPORTUNACAO SEXUAL,CONSUMADO,FALA,13.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
812,05/03/2024,87,RECEPTACAO,CONSUMADO,AQUISICAO  ONEROSA OU GRATUITA  PRODUTO DE CR,52.0,PARDA,OUTROS   ESCOLARIDADE,POSSIVEL FATAL,1,,,
813,05/03/2024,109,ESTELIONATO,CONSUMADO,FRAUDE,56.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
814,05/03/2024,18,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,42.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,
815,05/03/2024,70,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,55.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
816,05/03/2024,87,RECEPTACAO,CONSUMADO,AQUISICAO  ONEROSA OU GRATUITA  PRODUTO DE CR,56.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
817,05/03/2024,128,APROPRIACAO INDEBITA DE COISA ALHEIA MOVEL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,74.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
818,05/03/2024,139,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,45.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
819,05/03/2024,105,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,47.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
820,05/04/2023,175,ESTELIONATO,CONSUMADO,FRAUDE,32.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
821,05/04/2023,171,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,36.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
822,05/04/2023,98,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,28.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
823,05/04/2023,1,FURTO,CONSUMADO,ESCALADA,48.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
824,05/04/2023,55,DIFAMACAO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,29.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
825,05/04/2023,159,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
826,05/04/2023,154,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,19.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
827,05/04/2024,15,DANO,CONSUMADO,FALA,24.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
828,05/04/2024,50,ESTELIONATO,CONSUMADO,ABUSO DE CONFIANCA,70.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
829,05/04/2024,68,AMEACA,CONSUMADO,FALA,28.0,INDIGENA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
830,05/04/2024,14,AMEACA,CONSUMADO,FALA,76.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
831,05/04/2024,18,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
832,05/05/2023,34,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,19.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
833,05/05/2023,34,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,26.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
834,05/05/2023,98,DIFAMACAO,CONSUMADO,FALA,66.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
835,05/05/2023,35,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,45.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,
836,05/05/2023,12,ESTELIONATO,CONSUMADO,FRAUDE,56.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
837,05/05/2023,139,AMEACA,CONSUMADO,FALA,27.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,
838,05/05/2024,102,ESTELIONATO,CONSUMADO,FRAUDE,44.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
839,05/05/2024,139,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,65.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
840,05/05/2024,17,DANO,CONSUMADO,SEM EMPREGO DE INSTRUMENTOS,37.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
841,05/05/2024,17,DANO,CONSUMADO,SEM EMPREGO DE INSTRUMENTOS,60.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
842,05/05/2024,18,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,32.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
843,05/05/2024,171,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,63.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
844,05/05/2024,124,VIAS DE FATO   AGRESSAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,37.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
845,05/05/2024,18,AMEACA,CONSUMADO,FALA,19.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
846,05/05/2024,152,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,19.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,
847,05/05/2024,79,AMEACA,CONSUMADO,FALA,37.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
848,05/05/2024,147,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,33.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,
849,05/05/2024,111,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,18.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
850,05/05/2024,134,FURTO,CONSUMADO,MEIO DESCONHECIDO,52.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
851,05/05/2024,18,FURTO,CONSUMADO,ESCALADA,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
852,05/05/2024,172,DIVULGACAO CENA ESTUPRO E IMAGEM NUDEZ  SEXO OU PO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,36.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
853,05/06/2023,134,FURTO,CONSUMADO,MEIO DESCONHECIDO,22.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
